sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,name,description,short_description,price,weight,status,visibility,tax_class_id,qty,is_in_stock,image,small_image,thumbnail
WH07-L-White,,Default,simple,,Default Category,base,Phoebe Zipper Sweatshirt-L-White,"<p>A sophisticated layer of warmth awaits you in our full-zip sweatshirt jacket. You'll reach for this one in any season to enjoy its sturdy exterior and plush interior.</p>
<p>&bull; Gray full zip hoodie with yellow detail.<br />&bull; Hand-warmer pockets. <br />&bull; Zip MP3 pocket with outlet for earphones wire. <br />&bull; Polyester/cotton. <br />&bull; Washable.</p>",Phoebe Zipper Sweatshirt-L-White,59.0,1.0,1,4,2,100.0,1.0,,,
WH07-XL-Gray,,Default,simple,,Default Category,base,Phoebe Zipper Sweatshirt-XL-Gray,"<p>A sophisticated layer of warmth awaits you in our full-zip sweatshirt jacket. You'll reach for this one in any season to enjoy its sturdy exterior and plush interior.</p>
<p>&bull; Gray full zip hoodie with yellow detail.<br />&bull; Hand-warmer pockets. <br />&bull; Zip MP3 pocket with outlet for earphones wire. <br />&bull; Polyester/cotton. <br />&bull; Washable.</p>",Phoebe Zipper Sweatshirt-XL-Gray,59.0,1.0,1,4,2,100.0,1.0,,,
WH07-XL-Purple,,Default,simple,,Default Category,base,Phoebe Zipper Sweatshirt-XL-Purple,"<p>A sophisticated layer of warmth awaits you in our full-zip sweatshirt jacket. You'll reach for this one in any season to enjoy its sturdy exterior and plush interior.</p>
<p>&bull; Gray full zip hoodie with yellow detail.<br />&bull; Hand-warmer pockets. <br />&bull; Zip MP3 pocket with outlet for earphones wire. <br />&bull; Polyester/cotton. <br />&bull; Washable.</p>",Phoebe Zipper Sweatshirt-XL-Purple,59.0,1.0,1,4,2,100.0,1.0,,,
WH07-XL-White,,Default,simple,,Default Category,base,Phoebe Zipper Sweatshirt-XL-White,"<p>A sophisticated layer of warmth awaits you in our full-zip sweatshirt jacket. You'll reach for this one in any season to enjoy its sturdy exterior and plush interior.</p>
<p>&bull; Gray full zip hoodie with yellow detail.<br />&bull; Hand-warmer pockets. <br />&bull; Zip MP3 pocket with outlet for earphones wire. <br />&bull; Polyester/cotton. <br />&bull; Washable.</p>",Phoebe Zipper Sweatshirt-XL-White,59.0,1.0,1,4,2,100.0,1.0,,,
WH08-XS-Orange,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-XS-Orange,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-XS-Orange,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-XS-Purple,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-XS-Purple,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-XS-Purple,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-XS-White,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-XS-White,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-XS-White,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-S-Orange,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-S-Orange,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-S-Orange,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-S-Purple,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-S-Purple,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-S-Purple,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-S-White,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-S-White,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-S-White,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-M-Orange,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-M-Orange,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-M-Orange,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-M-Purple,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-M-Purple,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-M-Purple,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-M-White,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-M-White,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-M-White,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-L-Orange,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-L-Orange,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-L-Orange,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-L-Purple,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-L-Purple,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-L-Purple,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-L-White,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-L-White,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-L-White,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-XL-Orange,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-XL-Orange,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-XL-Orange,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-XL-Purple,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-XL-Purple,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-XL-Purple,48.0,1.0,1,4,2,100.0,1.0,,,
WH08-XL-White,,Default,simple,,Default Category,base,Cassia Funnel Sweatshirt-XL-White,"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>",Cassia Funnel Sweatshirt-XL-White,48.0,1.0,1,4,2,100.0,1.0,,,
WH09-XS-Green,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-XS-Green,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-XS-Green,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-XS-Purple,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-XS-Purple,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-XS-Purple,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-XS-Red,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-XS-Red,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-XS-Red,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-S-Green,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-S-Green,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-S-Green,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-S-Purple,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-S-Purple,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-S-Purple,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-S-Red,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-S-Red,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-S-Red,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-M-Green,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-M-Green,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-M-Green,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-M-Purple,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-M-Purple,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-M-Purple,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-M-Red,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-M-Red,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-M-Red,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-L-Green,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-L-Green,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-L-Green,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-L-Purple,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-L-Purple,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-L-Purple,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-L-Red,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-L-Red,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-L-Red,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-XL-Green,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-XL-Green,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-XL-Green,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-XL-Purple,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-XL-Purple,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-XL-Purple,39.0,1.0,1,4,2,100.0,1.0,,,
WH09-XL-Red,,Default,simple,,Default Category,base,Ariel Roll Sleeve Sweatshirt-XL-Red,"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>",Ariel Roll Sleeve Sweatshirt-XL-Red,39.0,1.0,1,4,2,100.0,1.0,,,
WH10-XS-Blue,,Default,simple,,Default Category,base,Helena Hooded Fleece-XS-Blue,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-XS-Blue,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-XS-Gray,,Default,simple,,Default Category,base,Helena Hooded Fleece-XS-Gray,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-XS-Gray,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-XS-Yellow,,Default,simple,,Default Category,base,Helena Hooded Fleece-XS-Yellow,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-XS-Yellow,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-S-Blue,,Default,simple,,Default Category,base,Helena Hooded Fleece-S-Blue,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-S-Blue,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-S-Gray,,Default,simple,,Default Category,base,Helena Hooded Fleece-S-Gray,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-S-Gray,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-S-Yellow,,Default,simple,,Default Category,base,Helena Hooded Fleece-S-Yellow,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-S-Yellow,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-M-Blue,,Default,simple,,Default Category,base,Helena Hooded Fleece-M-Blue,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-M-Blue,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-M-Gray,,Default,simple,,Default Category,base,Helena Hooded Fleece-M-Gray,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-M-Gray,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-M-Yellow,,Default,simple,,Default Category,base,Helena Hooded Fleece-M-Yellow,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-M-Yellow,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-L-Blue,,Default,simple,,Default Category,base,Helena Hooded Fleece-L-Blue,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-L-Blue,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-L-Gray,,Default,simple,,Default Category,base,Helena Hooded Fleece-L-Gray,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-L-Gray,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-L-Yellow,,Default,simple,,Default Category,base,Helena Hooded Fleece-L-Yellow,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-L-Yellow,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-XL-Blue,,Default,simple,,Default Category,base,Helena Hooded Fleece-XL-Blue,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-XL-Blue,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-XL-Gray,,Default,simple,,Default Category,base,Helena Hooded Fleece-XL-Gray,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-XL-Gray,55.0,1.0,1,4,2,100.0,1.0,,,
WH10-XL-Yellow,,Default,simple,,Default Category,base,Helena Hooded Fleece-XL-Yellow,"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>",Helena Hooded Fleece-XL-Yellow,55.0,1.0,1,4,2,100.0,1.0,,,
WH11-XS-Blue,,Default,simple,,Default Category,base,Eos V-Neck Hoodie-XS-Blue,"<p>Getting chilly before class starts? Wear the Eos on your way to and from yoga for a cute and cozy warmup piece. Reach for its reliable comfort and enjoy a super-soft blend of fabrics finished in sporty style that includes a hidden kangaroo pocket.</p>
<p>Semi-fitted. <br />Long-Sleeve. <br />Machine wash/line dry.</p>",Eos V-Neck Hoodie-XS-Blue,54.0,1.0,1,4,2,100.0,1.0,,,
WH11-XS-Green,,Default,simple,,Default Category,base,Eos V-Neck Hoodie-XS-Green,"<p>Getting chilly before class starts? Wear the Eos on your way to and from yoga for a cute and cozy warmup piece. Reach for its reliable comfort and enjoy a super-soft blend of fabrics finished in sporty style that includes a hidden kangaroo pocket.</p>
<p>Semi-fitted. <br />Long-Sleeve. <br />Machine wash/line dry.</p>",Eos V-Neck Hoodie-XS-Green,54.0,1.0,1,4,2,100.0,1.0,,,
WH11-XS-Orange,,Default,simple,,Default Category,base,Eos V-Neck Hoodie-XS-Orange,"<p>Getting chilly before class starts? Wear the Eos on your way to and from yoga for a cute and cozy warmup piece. Reach for its reliable comfort and enjoy a super-soft blend of fabrics finished in sporty style that includes a hidden kangaroo pocket.</p>
<p>Semi-fitted. <br />Long-Sleeve. <br />Machine wash/line dry.</p>",Eos V-Neck Hoodie-XS-Orange,54.0,1.0,1,4,2,100.0,1.0,,,
WH11-S-Blue,,Default,simple,,Default Category,base,Eos V-Neck Hoodie-S-Blue,"<p>Getting chilly before class starts? Wear the Eos on your way to and from yoga for a cute and cozy warmup piece. Reach for its reliable comfort and enjoy a super-soft blend of fabrics finished in sporty style that includes a hidden kangaroo pocket.</p>
<p>Semi-fitted. <br />Long-Sleeve. <br />Machine wash/line dry.</p>",Eos V-Neck Hoodie-S-Blue,54.0,1.0,1,4,2,3.0,1.0,,,
